EntityKey,AccountKey,IdentifierValue,IdentifierValueSSN,AddressKey,AccountPeriodKey,CaseID
1454513,6725232,774637141,774-63-7141,6452837,5627596,3520275
1454514,6725231,256292938,256-29-2938,6618010,5627597,3520276
1454515,6725230,831010568,831-01-0568,6618016,5627598,3520277
1454516,6725229,858510727,858-51-0727,6618086,5627599,3520278
1454517,6725228,123017854,123-01-7854,6453076,5627600,3520279
1454518,6725227,686108753,686-10-8753,6604629,5627601,3520280
1454519,6725226,766266120,766-26-6120,6453275,5627602,3520281
1454520,6725225,655640253,655-64-0253,6604626,5627603,3520282
1454521,6725224,958789048,958-78-9048,6621416,5627604,3520283
1454522,6725223,412881508,412-88-1508,6618059,5627605,3520284
1454523,6725222,331511711,331-51-1711,6452816,5627606,3520285
1454524,6725221,522076411,522-07-6411,6618048,5627607,3520286
1454525,6725220,844164610,844-16-4610,6604758,5627608,3520287
1454526,6725219,265926086,265-92-6086,6604760,5627609,3520288
1454527,6725218,917284864,917-28-4864,6604747,5627610,3520289
1454528,6725217,759613942,759-61-3942,6618460,5627611,3520290
1454529,6725216,692444705,692-44-4705,6618125,5627612,3520291
1454530,6725215,921274514,921-27-4514,6604845,5627613,3520292
1454531,6725214,765843162,765-84-3162,6619223,5627614,3520293
1454532,6725213,986170699,986-17-0699,6617931,5627615,3520294
1454533,6725212,461142709,461-14-2709,6604724,5627616,3520295
1454534,6725211,228872463,228-87-2463,6453037,5627617,3520296
1454535,6725210,116533450,116-53-3450,6618819,5627618,3520297
1454536,6725209,472312439,472-31-2439,6618175,5627619,3520298
1454537,6725208,475289817,475-28-9817,6619116,5627620,3520299
1454538,6725207,777522723,777-52-2723,6618499,5627621,3520300
1454539,6725206,162840981,162-84-0981,6604632,5627622,3520301
1454540,6725205,392008396,392-00-8396,6618032,5627623,3520302
1454541,6725204,266227617,266-22-7617,6618306,5627624,3520303
1454542,6725203,548561954,548-56-1954,6618027,5627625,3520304
1454543,6725202,836468765,836-46-8765,6604838,5627626,3520305
1454544,6725201,847803474,847-80-3474,6453090,5627627,3520306
1454545,6725200,986508733,986-50-8733,6452963,5627628,3520307
1454546,6725199,325093244,325-09-3244,6618849,5627629,3520308
1454547,6725198,299905912,299-90-5912,6618506,5627630,3520309
1454548,6725197,533351163,533-35-1163,6620211,5627631,3520310
1454549,6725196,684525076,684-52-5076,6618063,5627632,3520311
1454550,6725195,721932217,721-93-2217,6617997,5627633,3520312
1454551,6725194,632725728,632-72-5728,6618215,5627634,3520313
1454552,6725193,733912744,733-91-2744,6452662,5627635,3520314
1454553,6725192,951272699,951-27-2699,6618007,5627636,3520315
1454554,6725191,352382042,352-38-2042,6618137,5627637,3520316
1454555,6725190,764275865,764-27-5865,6618120,5627638,3520317
1454556,6725189,316892572,316-89-2572,6618049,5627639,3520318
1454557,6725188,585384319,585-38-4319,6604682,5627640,3520319
1454558,6725187,635304398,635-30-4398,6604696,5627641,3520320
1454559,6725186,186766230,186-76-6230,6618119,5627642,3520321
1454560,6725185,654990370,654-99-0370,6618087,5627643,3520322
1454561,6725184,246363106,246-36-3106,6618754,5627644,3520323
1454562,6725183,955679878,955-67-9878,6604810,5627645,3520324
1454563,6725182,287749147,287-74-9147,6452856,5627646,3520325
1454564,6725181,394759974,394-75-9974,6620166,5627647,3520326
1454565,6725180,844012878,844-01-2878,6618616,5627648,3520327
1454566,6725179,871052689,871-05-2689,6620716,5627649,3520328
1454567,6725178,356696688,356-69-6688,6452936,5627650,3520329
1454568,6725177,345612398,345-61-2398,6604663,5627651,3520330
1454569,6725176,328691054,328-69-1054,6618089,5627652,3520331
1454570,6725175,933356256,933-35-6256,6452681,5627653,3520332
1454571,6725174,264477645,264-47-7645,6618111,5627654,3520333
1454572,6725173,746031294,746-03-1294,6453560,5627655,3520334
1454573,6725172,668987307,668-98-7307,6452779,5627656,3520335
1454574,6725171,467536474,467-53-6474,6452680,5627657,3520336
1454575,6725170,155906440,155-90-6440,6604622,5627658,3520337
1454576,6725169,959652153,959-65-2153,6604721,5627659,3520338
1454577,6725168,139014486,139-01-4486,6618114,5627660,3520339
1454578,6725167,482179662,482-17-9662,6619325,5627661,3520340
1454579,6725166,154499765,154-49-9765,6620051,5627662,3520341
1454580,6725165,621849083,621-84-9083,6618902,5627663,3520342
1454581,6725164,531617877,531-61-7877,6453789,5627664,3520343
1454582,6725163,233467064,233-46-7064,6618056,5627665,3520344
1454583,6725162,495190065,495-19-0065,6452701,5627666,3520345
1454584,6725161,794189005,794-18-9005,6453077,5627667,3520346
1454585,6725160,976222560,976-22-2560,6618804,5627668,3520347
1454586,6725159,981487387,981-48-7387,6604812,5627669,3520348
1454587,6725158,997977964,997-97-7964,6618357,5627670,3520349
1454588,6725157,122120635,122-12-0635,6618246,5627671,3520350
1454589,6725156,116419026,116-41-9026,6618396,5627672,3520351
1454590,6725155,426229838,426-22-9838,6618647,5627673,3520352
1454591,6725154,321564252,321-56-4252,6604619,5627674,3520353
1454592,6725153,585524092,585-52-4092,6618223,5627675,3520354
1454593,6725152,685392802,685-39-2802,6604542,5627676,3520355
1454594,6725151,242036066,242-03-6066,6618343,5627677,3520356
1454595,6725150,169903425,169-90-3425,6453394,5627678,3520357
1454596,6725149,237255043,237-25-5043,6618435,5627679,3520358
1454597,6725148,199131019,199-13-1019,6618951,5627680,3520359
1454598,6725147,196424417,196-42-4417,6453004,5627681,3520360
1454599,6725146,884781675,884-78-1675,6453027,5627682,3520361
1454600,6725145,475966055,475-96-6055,6604823,5627683,3520362
1454601,6725144,348762129,348-76-2129,6618844,5627684,3520363
1454602,6725143,979864827,979-86-4827,6453350,5627685,3520364
1454603,6725142,581620165,581-62-0165,6617938,5627686,3520365
1454604,6725141,271290299,271-29-0299,6452842,5627687,3520366
1454605,6725140,687156401,687-15-6401,6618157,5627688,3520367
1454606,6725139,586393521,586-39-3521,6453087,5627689,3520368
1454607,6725138,795725044,795-72-5044,6604625,5627690,3520369
1454608,6725137,561603982,561-60-3982,6452668,5627691,3520370
1454609,6725136,678269404,678-26-9404,6452944,5627692,3520371
1454610,6725135,279625623,279-62-5623,6604672,5627693,3520372
1454611,6725134,144791799,144-79-1799,6604684,5627694,3520373
1454612,6725133,334649124,334-64-9124,6619690,5627695,3520374
1454613,6725132,488223755,488-22-3755,6604839,5627696,3520375
1454614,6725131,756749494,756-74-9494,6604754,5627697,3520376
1454615,6725130,469214000,469-21-4000,6618072,5627698,3520377
